from_group,from_arti,整体包名,to_group,to_arti,被依赖的整体包名
org.springframework.boot,spring-boot-dependencies,org.springframework.boot.spring-boot-dependencies,org.firebirdsql.jdbc,jaybird-jdk16,org.firebirdsql.jdbc.jaybird-jdk16
org.springframework.boot,spring-boot-dependencies,org.springframework.boot.spring-boot-dependencies,org.spockframework,spock-core,org.spockframework.spock-core
org.springframework.boot,spring-boot-dependencies,org.springframework.boot.spring-boot-dependencies,org.spockframework,spock-spring,org.spockframework.spock-spring
org.springframework.boot,spring-boot-dependencies,org.springframework.boot.spring-boot-dependencies,io.projectreactor,reactor-bus,io.projectreactor.reactor-bus
org.springframework.boot,spring-boot-dependencies,org.springframework.boot.spring-boot-dependencies,io.projectreactor,reactor-logback,io.projectreactor.reactor-logback
org.springframework.boot,spring-boot-dependencies,org.springframework.boot.spring-boot-dependencies,org.springframework.social,spring-social-security,org.springframework.social.spring-social-security
org.springframework.boot,spring-boot-dependencies,org.springframework.boot.spring-boot-dependencies,org.springframework.social,spring-social-linkedin,org.springframework.social.spring-social-linkedin
org.springframework.boot,spring-boot-dependencies,org.springframework.boot.spring-boot-dependencies,com.fasterxml.jackson.datatype,jackson-datatype-joda,com.fasterxml.jackson.datatype.jackson-datatype-joda
org.springframework.boot,spring-boot-dependencies,org.springframework.boot.spring-boot-dependencies,org.hibernate,hibernate-validator,org.hibernate.hibernate-validator
org.springframework.boot,spring-boot-dependencies,org.springframework.boot.spring-boot-dependencies,org.eclipse.jetty,jetty-http,org.eclipse.jetty.jetty-http
org.springframework.boot,spring-boot-dependencies,org.springframework.boot.spring-boot-dependencies,org.hornetq,hornetq-jms-server,org.hornetq.hornetq-jms-server
org.springframework.boot,spring-boot-dependencies,org.springframework.boot.spring-boot-dependencies,io.projectreactor,reactor-stream,io.projectreactor.reactor-stream
org.springframework.boot,spring-boot-dependencies,org.springframework.boot.spring-boot-dependencies,org.apache.velocity,velocity-tools,org.apache.velocity.velocity-tools
org.springframework.boot,spring-boot-dependencies,org.springframework.boot.spring-boot-dependencies,io.projectreactor.spring,reactor-spring-webmvc,io.projectreactor.spring.reactor-spring-webmvc
org.springframework.boot,spring-boot-dependencies,org.springframework.boot.spring-boot-dependencies,org.springframework.boot,spring-boot-starter-ws,org.springframework.boot.spring-boot-starter-ws
org.springframework.boot,spring-boot-dependencies,org.springframework.boot.spring-boot-dependencies,org.springframework.boot,spring-boot-starter-velocity,org.springframework.boot.spring-boot-starter-velocity
org.springframework.boot,spring-boot-dependencies,org.springframework.boot.spring-boot-dependencies,com.fasterxml.jackson.datatype,jackson-datatype-jsr310,com.fasterxml.jackson.datatype.jackson-datatype-jsr310
org.springframework.boot,spring-boot-dependencies,org.springframework.boot.spring-boot-dependencies,org.crashub,crash.connectors.telnet,org.crashub.crash.connectors.telnet
org.springframework.boot,spring-boot-dependencies,org.springframework.boot.spring-boot-dependencies,org.springframework.boot,spring-boot-starter-redis,org.springframework.boot.spring-boot-starter-redis
org.springframework.boot,spring-boot-dependencies,org.springframework.boot.spring-boot-dependencies,org.apache.logging.log4j,log4j-core,org.apache.logging.log4j.log4j-core
org.springframework.boot,spring-boot-dependencies,org.springframework.boot.spring-boot-dependencies,com.fasterxml.jackson.dataformat,jackson-dataformat-csv,com.fasterxml.jackson.dataformat.jackson-dataformat-csv
org.springframework.boot,spring-boot-dependencies,org.springframework.boot.spring-boot-dependencies,org.springframework.security.oauth,spring-security-oauth2,org.springframework.security.oauth.spring-security-oauth2
org.springframework.boot,spring-boot-dependencies,org.springframework.boot.spring-boot-dependencies,org.webjars,webjars-locator,org.webjars.webjars-locator
org.springframework.boot,spring-boot-dependencies,org.springframework.boot.spring-boot-dependencies,org.eclipse.jetty,jetty-jmx,org.eclipse.jetty.jetty-jmx
org.springframework.boot,spring-boot-dependencies,org.springframework.boot.spring-boot-dependencies,org.hibernate,hibernate-validator-annotation-processor,org.hibernate.hibernate-validator-annotation-processor
org.springframework.boot,spring-boot-dependencies,org.springframework.boot.spring-boot-dependencies,org.springframework.social,spring-social-web,org.springframework.social.spring-social-web
org.springframework.boot,spring-boot-dependencies,org.springframework.boot.spring-boot-dependencies,com.datastax.cassandra,cassandra-driver-dse,com.datastax.cassandra.cassandra-driver-dse
org.springframework.boot,spring-boot-dependencies,org.springframework.boot.spring-boot-dependencies,com.fasterxml.jackson.datatype,jackson-datatype-hibernate4,com.fasterxml.jackson.datatype.jackson-datatype-hibernate4
org.springframework.boot,spring-boot-dependencies,org.springframework.boot.spring-boot-dependencies,com.fasterxml.jackson.datatype,jackson-datatype-jdk7,com.fasterxml.jackson.datatype.jackson-datatype-jdk7
org.springframework.boot,spring-boot-dependencies,org.springframework.boot.spring-boot-dependencies,com.fasterxml.jackson.jaxrs,jackson-jaxrs-json-provider,com.fasterxml.jackson.jaxrs.jackson-jaxrs-json-provider
org.apache.commons,commons-parent,org.apache.commons.commons-parent,commons-beanutils,commons-beanutils,commons-beanutils.commons-beanutils
org.apache.commons,commons-parent,org.apache.commons.commons-parent,cglib,cglib,cglib.cglib
org.fusesource.mqtt-client,mqtt-client-project,org.fusesource.mqtt-client.mqtt-client-project,asm,asm-tree,asm.asm-tree
org.fusesource.mqtt-client,mqtt-client-project,org.fusesource.mqtt-client.mqtt-client-project,org.osgi,org.osgi.compendium,org.osgi.org.osgi.compendium
org.fusesource.mqtt-client,mqtt-client-project,org.fusesource.mqtt-client.mqtt-client-project,net.sf.proguard,proguard,net.sf.proguard.proguard
org.fusesource.mqtt-client,mqtt-client-project,org.fusesource.mqtt-client.mqtt-client-project,org.apache.activemq,apollo-leveldb,org.apache.activemq.apollo-leveldb
org.fusesource.mqtt-client,mqtt-client-project,org.fusesource.mqtt-client.mqtt-client-project,org.osgi,org.osgi.core,org.osgi.org.osgi.core
org.fusesource.mqtt-client,mqtt-client-project,org.fusesource.mqtt-client.mqtt-client-project,org.apache.activemq,apollo-broker,org.apache.activemq.apollo-broker
org.fusesource.mqtt-client,mqtt-client-project,org.fusesource.mqtt-client.mqtt-client-project,org.fusesource.hawtbuf,hawtbuf,org.fusesource.hawtbuf.hawtbuf
org.fusesource.mqtt-client,mqtt-client-project,org.fusesource.mqtt-client.mqtt-client-project,org.eclipse.jetty.aggregate,jetty-all-server,org.eclipse.jetty.aggregate.jetty-all-server
org.fusesource.mqtt-client,mqtt-client-project,org.fusesource.mqtt-client.mqtt-client-project,org.slf4j,slf4j-log4j12,org.slf4j.slf4j-log4j12
org.fusesource.mqtt-client,mqtt-client-project,org.fusesource.mqtt-client.mqtt-client-project,junit,junit,junit.junit
org.fusesource.mqtt-client,mqtt-client-project,org.fusesource.mqtt-client.mqtt-client-project,org.fusesource.hawtdispatch,hawtdispatch-transport,org.fusesource.hawtdispatch.hawtdispatch-transport
org.fusesource.mqtt-client,mqtt-client-project,org.fusesource.mqtt-client.mqtt-client-project,org.apache.activemq,apollo-web,org.apache.activemq.apollo-web
org.fusesource.mqtt-client,mqtt-client-project,org.fusesource.mqtt-client.mqtt-client-project,org.fusesource.fuse-extra,fusemq-apollo-mqtt,org.fusesource.fuse-extra.fusemq-apollo-mqtt
com.alibaba.fescar,fescar-all,com.alibaba.fescar.fescar-all,com.alibaba.fescar,fescar-tm,${project.groupId}.fescar-tm
com.alibaba.fescar,fescar-all,com.alibaba.fescar.fescar-all,org.apache.dubbo,dubbo,org.apache.dubbo.dubbo
org.bouncycastle,bcprov-jdk15on,org.bouncycastle.bcprov-jdk15on,,,
io.swagger,swagger-project,io.swagger.swagger-project,,,
org.springframework.boot,spring-boot-starters,org.springframework.boot.spring-boot-starters,org.apache.logging.log4j,log4j-to-slf4j,org.apache.logging.log4j.log4j-to-slf4j
org.apache,apache,org.apache.apache,org.apache.kafka,kafka_2.10,org.apache.kafka.kafka_2.10
org.apache,apache,org.apache.apache,org.apache.hadoop,hadoop-yarn-client,org.apache.hadoop.hadoop-yarn-client
org.apache,apache,org.apache.apache,org.apache.hadoop,hadoop-yarn-common,org.apache.hadoop.hadoop-yarn-common
org.apache,apache,org.apache.apache,ch.qos.logback,logback-core,ch.qos.logback.logback-core
org.apache,apache,org.apache.apache,org.apache.hadoop,hadoop-yarn-api,org.apache.hadoop.hadoop-yarn-api
org.apache,apache,org.apache.apache,org.unitils,unitils-core,org.unitils.unitils-core
org.apache,apache,org.apache.apache,com.google.code.findbugs,jsr305,com.google.code.findbugs.jsr305
org.apache,apache,org.apache.apache,org.xerial.snappy,snappy-java,org.xerial.snappy.snappy-java
org.apache,apache,org.apache.apache,org.apache.hadoop,hadoop-minicluster,org.apache.hadoop.hadoop-minicluster
org.apache,apache,org.apache.apache,ch.qos.logback,logback-classic,ch.qos.logback.logback-classic
org.apache,apache,org.apache.apache,com.puppycrawl.tools,checkstyle,com.puppycrawl.tools.checkstyle
org.apache,apache,org.apache.apache,org.ow2.asm,asm-all,org.ow2.asm.asm-all
org.apache,apache,org.apache.apache,io.netty,netty,io.netty.netty
org.apache.struts,struts2-plugins,org.apache.struts.struts2-plugins,javax.servlet,jsp-api,javax.servlet.jsp-api
org.apache.struts,struts2-plugins,org.apache.struts.struts2-plugins,org.springframework,spring-core,org.springframework.spring-core
org.apache.struts,struts2-plugins,org.apache.struts.struts2-plugins,org.testng,testng,org.testng.testng
org.apache.struts,struts2-plugins,org.apache.struts.struts2-plugins,org.springframework,spring-test,org.springframework.spring-test
org.jacoco,org.jacoco.build,org.jacoco.org.jacoco.build,org.jacoco,org.jacoco.report,${project.groupId}.org.jacoco.report
org.jacoco,org.jacoco.build,org.jacoco.org.jacoco.build,org.ow2.asm,asm-debug-all,org.ow2.asm.asm-debug-all
org.jacoco,org.jacoco.build,org.jacoco.org.jacoco.build,org.apache.ant,ant-junit,org.apache.ant.ant-junit
org.jacoco,org.jacoco.build,org.jacoco.org.jacoco.build,org.apache.ant,ant-antunit,org.apache.ant.ant-antunit
org.jacoco,org.jacoco.build,org.jacoco.org.jacoco.build,org.jacoco,org.jacoco.agent.rt,${project.groupId}.org.jacoco.agent.rt
org.jacoco,org.jacoco.build,org.jacoco.org.jacoco.build,org.jacoco,org.jacoco.agent,${project.groupId}.org.jacoco.agent
org.jacoco,org.jacoco.build,org.jacoco.org.jacoco.build,junit,junit,junit.junit
org.jacoco,org.jacoco.build,org.jacoco.org.jacoco.build,org.jacoco,org.jacoco.examples,${project.groupId}.org.jacoco.examples
org.jacoco,org.jacoco.build,org.jacoco.org.jacoco.build,org.jacoco,org.jacoco.ant,${project.groupId}.org.jacoco.ant
org.jacoco,org.jacoco.build,org.jacoco.org.jacoco.build,org.apache.ant,ant,org.apache.ant.ant
org.jacoco,org.jacoco.build,org.jacoco.org.jacoco.build,org.jacoco,org.jacoco.core,${project.groupId}.org.jacoco.core
org.dbunit,dbunit,org.dbunit.dbunit,hsqldb,hsqldb,hsqldb.hsqldb
org.dbunit,dbunit,org.dbunit.dbunit,commons-logging,commons-logging,commons-logging.commons-logging
org.dbunit,dbunit,org.dbunit.dbunit,junit-addons,junit-addons,junit-addons.junit-addons
org.dbunit,dbunit,org.dbunit.dbunit,commons-collections,commons-collections,commons-collections.commons-collections
org.dbunit,dbunit,org.dbunit.dbunit,javax.sql,jdbc-stdext,javax.sql.jdbc-stdext
org.dbunit,dbunit,org.dbunit.dbunit,ant,ant,ant.ant
org.dbunit,dbunit,org.dbunit.dbunit,junit,junit,junit.junit
org.dbunit,dbunit,org.dbunit.dbunit,mockobjects,mockobjects-core,mockobjects.mockobjects-core
org.dbunit,dbunit,org.dbunit.dbunit,mockmaker,mmmockobjects,mockmaker.mmmockobjects
org.dbunit,dbunit,org.dbunit.dbunit,commons-lang,commons-lang,commons-lang.commons-lang
org.dbunit,dbunit,org.dbunit.dbunit,mockobjects,mockobjects-jdk1.3,mockobjects.mockobjects-jdk1.3
org.dbunit,dbunit,org.dbunit.dbunit,poi,poi,poi.poi
org.apache.hbase,hbase,org.apache.hbase.hbase,org.apache.hadoop,hadoop-mapreduce-client-jobclient,org.apache.hadoop.hadoop-mapreduce-client-jobclient
org.apache.hbase,hbase,org.apache.hbase.hbase,org.hamcrest,hamcrest-core,org.hamcrest.hamcrest-core
org.apache.hbase,hbase,org.apache.hbase.hbase,org.apache.hbase,hbase-protocol,org.apache.hbase.hbase-protocol
org.apache.hbase,hbase,org.apache.hbase.hbase,commons-cli,commons-cli,commons-cli.commons-cli
org.apache.hbase,hbase,org.apache.hbase.hbase,org.mortbay.jetty,jetty-sslengine,org.mortbay.jetty.jetty-sslengine
org.apache.hbase,hbase,org.apache.hbase.hbase,org.bouncycastle,bcprov-jdk16,org.bouncycastle.bcprov-jdk16
org.apache.hbase,hbase,org.apache.hbase.hbase,org.apache.hbase,${compat.module},org.apache.hbase.${compat.module}
org.apache.hbase,hbase,org.apache.hbase.hbase,commons-lang,commons-lang,commons-lang.commons-lang
org.apache.hbase,hbase,org.apache.hbase.hbase,com.yammer.metrics,metrics-core,com.yammer.metrics.metrics-core
org.apache.hbase,hbase,org.apache.hbase.hbase,org.apache.hadoop,hadoop-mapreduce-client-core,org.apache.hadoop.hadoop-mapreduce-client-core
org.apache.hbase,hbase,org.apache.hbase.hbase,org.apache.zookeeper,zookeeper,org.apache.zookeeper.zookeeper
org.apache.hbase,hbase,org.apache.hbase.hbase,org.apache.hbase,hbase-common,org.apache.hbase.hbase-common
org.apache.hbase,hbase,org.apache.hbase.hbase,com.sun.jersey,jersey-server,com.sun.jersey.jersey-server
org.apache.hbase,hbase,org.apache.hbase.hbase,org.mortbay.jetty,jetty,org.mortbay.jetty.jetty
org.apache.hbase,hbase,org.apache.hbase.hbase,org.jamon,jamon-runtime,org.jamon.jamon-runtime
org.apache.hbase,hbase,org.apache.hbase.hbase,commons-logging,commons-logging,commons-logging.commons-logging
org.apache.hbase,hbase,org.apache.hbase.hbase,org.codehaus.jackson,jackson-jaxrs,org.codehaus.jackson.jackson-jaxrs
org.apache.hbase,hbase,org.apache.hbase.hbase,org.apache.hbase,hbase-annotations,org.apache.hbase.hbase-annotations
org.apache.hbase,hbase,org.apache.hbase.hbase,commons-collections,commons-collections,commons-collections.commons-collections
org.apache.hbase,hbase,org.apache.hbase.hbase,tomcat,jasper-compiler,tomcat.jasper-compiler
org.apache.hbase,hbase,org.apache.hbase.hbase,org.mortbay.jetty,jsp-2.1,org.mortbay.jetty.jsp-2.1
org.apache.hbase,hbase,org.apache.hbase.hbase,org.apache.hadoop,hadoop-auth,org.apache.hadoop.hadoop-auth
org.apache.hbase,hbase,org.apache.hbase.hbase,org.apache.hbase,hbase-hadoop-compat,org.apache.hbase.hbase-hadoop-compat
org.apache.hbase,hbase,org.apache.hbase.hbase,commons-io,commons-io,commons-io.commons-io
org.apache.hbase,hbase,org.apache.hbase.hbase,io.netty,netty,io.netty.netty
org.apache.hbase,hbase,org.apache.hbase.hbase,com.google.guava,guava,com.google.guava.guava
org.apache.hbase,hbase,org.apache.hbase.hbase,org.apache.hadoop,hadoop-minikdc,org.apache.hadoop.hadoop-minikdc
org.apache.hbase,hbase,org.apache.hbase.hbase,org.apache.hbase,hbase-procedure,org.apache.hbase.hbase-procedure
org.apache.hbase,hbase,org.apache.hbase.hbase,org.apache.hbase,hbase-client,org.apache.hbase.hbase-client
org.apache.hbase,hbase,org.apache.hbase.hbase,org.apache.commons,commons-math,org.apache.commons.commons-math
org.apache.hbase,hbase,org.apache.hbase.hbase,org.apache.hadoop,hadoop-test,org.apache.hadoop.hadoop-test
org.apache.hbase,hbase,org.apache.hbase.hbase,org.apache.hadoop,hadoop-client,org.apache.hadoop.hadoop-client
org.apache.hbase,hbase,org.apache.hbase.hbase,org.mortbay.jetty,servlet-api-2.5,org.mortbay.jetty.servlet-api-2.5
org.apache.hbase,hbase,org.apache.hbase.hbase,org.codehaus.jackson,jackson-mapper-asl,org.codehaus.jackson.jackson-mapper-asl
org.apache.hbase,hbase,org.apache.hbase.hbase,com.sun.jersey,jersey-core,com.sun.jersey.jersey-core
org.apache.hbase,hbase,org.apache.hbase.hbase,org.apache.hbase,hbase-prefix-tree,org.apache.hbase.hbase-prefix-tree
org.apache.hbase,hbase,org.apache.hbase.hbase,tomcat,jasper-runtime,tomcat.jasper-runtime
org.apache.hbase,hbase,org.apache.hbase.hbase,commons-httpclient,commons-httpclient,commons-httpclient.commons-httpclient
org.apache.hbase,hbase,org.apache.hbase.hbase,org.apache.hadoop,hadoop-minicluster,org.apache.hadoop.hadoop-minicluster
org.apache.hbase,hbase,org.apache.hbase.hbase,org.apache.hbase,hbase-resource-bundle,org.apache.hbase.hbase-resource-bundle
org.apache.hbase,hbase,org.apache.hbase.hbase,org.mortbay.jetty,jetty-util,org.mortbay.jetty.jetty-util
org.apache.hbase,hbase,org.apache.hbase.hbase,org.mortbay.jetty,jsp-api-2.1,org.mortbay.jetty.jsp-api-2.1
org.apache.hbase,hbase,org.apache.hbase.hbase,org.codehaus.jackson,jackson-core-asl,org.codehaus.jackson.jackson-core-asl
org.apache.hbase,hbase,org.apache.hbase.hbase,org.apache.htrace,htrace-core,org.apache.htrace.htrace-core
org.apache.hbase,hbase,org.apache.hbase.hbase,io.netty,netty-all,io.netty.netty-all
org.apache.hbase,hbase,org.apache.hbase.hbase,org.apache.hadoop,hadoop-hdfs,org.apache.hadoop.hadoop-hdfs
org.apache.hbase,hbase,org.apache.hbase.hbase,com.lmax,disruptor,com.lmax.disruptor
org.apache.hbase,hbase,org.apache.hbase.hbase,com.google.protobuf,protobuf-java,com.google.protobuf.protobuf-java
org.apache.hbase,hbase,org.apache.hbase.hbase,log4j,log4j,log4j.log4j
org.apache.hbase,hbase,org.apache.hbase.hbase,commons-codec,commons-codec,commons-codec.commons-codec
org.apache.hbase,hbase,org.apache.hbase.hbase,org.apache.hadoop,hadoop-core,org.apache.hadoop.hadoop-core
org.apache.hbase,hbase,org.apache.hbase.hbase,org.apache.hadoop,hadoop-common,org.apache.hadoop.hadoop-common
org.apache.hbase,hbase,org.apache.hbase.hbase,com.github.stephenc.findbugs,findbugs-annotations,com.github.stephenc.findbugs.findbugs-annotations
org.jboss,jboss-parent,org.jboss.jboss-parent,org.apache.ant,ant,org.apache.ant.ant
org.jboss,jboss-parent,org.jboss.jboss-parent,junit,junit,junit.junit
org.jboss,jboss-parent,org.jboss.jboss-parent,org.jboss.jandex,typeannotation-test,org.jboss.jandex.typeannotation-test
org.springframework.hateoas,spring-hateoas,org.springframework.hateoas.spring-hateoas,xmlunit,xmlunit,xmlunit.xmlunit
org.springframework.hateoas,spring-hateoas,org.springframework.hateoas.spring-hateoas,org.springframework,spring-context,org.springframework.spring-context
org.springframework.hateoas,spring-hateoas,org.springframework.hateoas.spring-hateoas,org.springframework,spring-test,org.springframework.spring-test
org.springframework.hateoas,spring-hateoas,org.springframework.hateoas.spring-hateoas,org.asciidoctor,asciidoctorj-pdf,org.asciidoctor.asciidoctorj-pdf
org.springframework.hateoas,spring-hateoas,org.springframework.hateoas.spring-hateoas,org.springframework,spring-aop,org.springframework.spring-aop
org.springframework.hateoas,spring-hateoas,org.springframework.hateoas.spring-hateoas,javax.ws.rs,javax.ws.rs-api,javax.ws.rs.javax.ws.rs-api
org.springframework.hateoas,spring-hateoas,org.springframework.hateoas.spring-hateoas,javax.servlet,servlet-api,javax.servlet.servlet-api
org.springframework.hateoas,spring-hateoas,org.springframework.hateoas.spring-hateoas,org.springframework.data.build,spring-data-build-resources,org.springframework.data.build.spring-data-build-resources
org.springframework.hateoas,spring-hateoas,org.springframework.hateoas.spring-hateoas,com.fasterxml.jackson.core,jackson-annotations,com.fasterxml.jackson.core.jackson-annotations
org.springframework.hateoas,spring-hateoas,org.springframework.hateoas.spring-hateoas,org.mockito,mockito-all,org.mockito.mockito-all
org.springframework.hateoas,spring-hateoas,org.springframework.hateoas.spring-hateoas,org.atteo,evo-inflector,org.atteo.evo-inflector
org.springframework.hateoas,spring-hateoas,org.springframework.hateoas.spring-hateoas,org.slf4j,slf4j-api,org.slf4j.slf4j-api
org.springframework.hateoas,spring-hateoas,org.springframework.hateoas.spring-hateoas,junit,junit,junit.junit
org.springframework.hateoas,spring-hateoas,org.springframework.hateoas.spring-hateoas,org.asciidoctor,asciidoctorj-epub3,org.asciidoctor.asciidoctorj-epub3
org.springframework.hateoas,spring-hateoas,org.springframework.hateoas.spring-hateoas,org.springframework,spring-web,org.springframework.spring-web
org.springframework.hateoas,spring-hateoas,org.springframework.hateoas.spring-hateoas,ch.qos.logback,logback-classic,ch.qos.logback.logback-classic
org.springframework.hateoas,spring-hateoas,org.springframework.hateoas.spring-hateoas,net.jadler,jadler-all,net.jadler.jadler-all
org.springframework.hateoas,spring-hateoas,org.springframework.hateoas.spring-hateoas,org.springframework.plugin,spring-plugin-core,org.springframework.plugin.spring-plugin-core
org.springframework.hateoas,spring-hateoas,org.springframework.hateoas.spring-hateoas,org.slf4j,jcl-over-slf4j,org.slf4j.jcl-over-slf4j
org.springframework.hateoas,spring-hateoas,org.springframework.hateoas.spring-hateoas,org.springframework,spring-webmvc,org.springframework.spring-webmvc
org.springframework.hateoas,spring-hateoas,org.springframework.hateoas.spring-hateoas,org.springframework,spring-core,org.springframework.spring-core
org.springframework.hateoas,spring-hateoas,org.springframework.hateoas.spring-hateoas,joda-time,joda-time,joda-time.joda-time
org.springframework.hateoas,spring-hateoas,org.springframework.hateoas.spring-hateoas,org.springframework,spring-beans,org.springframework.spring-beans
org.springframework.hateoas,spring-hateoas,org.springframework.hateoas.spring-hateoas,com.jayway.jsonpath,json-path,com.jayway.jsonpath.json-path
org.springframework.hateoas,spring-hateoas,org.springframework.hateoas.spring-hateoas,com.fasterxml.jackson.core,jackson-databind,com.fasterxml.jackson.core.jackson-databind
org.springframework.hateoas,spring-hateoas,org.springframework.hateoas.spring-hateoas,org.hamcrest,hamcrest-library,org.hamcrest.hamcrest-library
org.springframework.hateoas,spring-hateoas,org.springframework.hateoas.spring-hateoas,org.projectlombok,lombok,org.projectlombok.lombok
org.apache.hadoop,hadoop-project-dist,org.apache.hadoop.hadoop-project-dist,org.apache.hadoop,hadoop-hdfs,org.apache.hadoop.hadoop-hdfs
org.apache.hadoop,hadoop-project-dist,org.apache.hadoop.hadoop-project-dist,org.apache.hadoop,hadoop-yarn-api,org.apache.hadoop.hadoop-yarn-api
org.apache.hadoop,hadoop-project-dist,org.apache.hadoop.hadoop-project-dist,org.apache.hadoop,hadoop-mapreduce-client-app,org.apache.hadoop.hadoop-mapreduce-client-app
org.apache.hadoop,hadoop-project-dist,org.apache.hadoop.hadoop-project-dist,org.apache.hadoop,hadoop-mapreduce-client-jobclient,org.apache.hadoop.hadoop-mapreduce-client-jobclient
org.apache.hadoop,hadoop-project-dist,org.apache.hadoop.hadoop-project-dist,org.apache.hadoop,hadoop-common,org.apache.hadoop.hadoop-common
org.apache.hadoop,hadoop-project-dist,org.apache.hadoop.hadoop-project-dist,org.apache.hadoop,hadoop-annotations,org.apache.hadoop.hadoop-annotations
org.apache.hadoop,hadoop-project-dist,org.apache.hadoop.hadoop-project-dist,org.apache.hadoop,hadoop-mapreduce-client-core,org.apache.hadoop.hadoop-mapreduce-client-core
com.beust,jcommander,com.beust.jcommander,org.testng,testng,org.testng.testng
org.activiti,activiti-bpmn-converter,org.activiti.activiti-bpmn-converter,org.activiti,activiti-bpmn-layout,org.activiti.activiti-bpmn-layout
org.activiti,activiti-bpmn-converter,org.activiti.activiti-bpmn-converter,org.apache.commons,commons-lang3,org.apache.commons.commons-lang3
org.activiti,activiti-bpmn-converter,org.activiti.activiti-bpmn-converter,org.activiti,activiti-bpmn-model,org.activiti.activiti-bpmn-model
org.activiti,activiti-bpmn-converter,org.activiti.activiti-bpmn-converter,joda-time,joda-time,joda-time.joda-time
org.activiti,activiti-bpmn-converter,org.activiti.activiti-bpmn-converter,org.slf4j,slf4j-log4j12,org.slf4j.slf4j-log4j12
org.activiti,activiti-bpmn-converter,org.activiti.activiti-bpmn-converter,org.slf4j,slf4j-api,org.slf4j.slf4j-api
org.activiti,activiti-bpmn-converter,org.activiti.activiti-bpmn-converter,junit,junit,junit.junit
org.activiti,activiti-bpmn-converter,org.activiti.activiti-bpmn-converter,com.h2database,h2,com.h2database.h2
org.activiti,activiti-bpmn-converter,org.activiti.activiti-bpmn-converter,org.activiti,activiti-process-validation,org.activiti.activiti-process-validation
org.activiti,activiti-bpmn-converter,org.activiti.activiti-bpmn-converter,org.slf4j,jcl-over-slf4j,org.slf4j.jcl-over-slf4j
org.testng,testng,org.testng.testng,com.beust,jcommander,com.beust.jcommander
org.testng,testng,org.testng.testng,org.yaml,snakeyaml,org.yaml.snakeyaml
org.testng,testng,org.testng.testng,com.google.inject,guice,com.google.inject.guice
org.testng,testng,org.testng.testng,ant,ant,ant.ant
org.testng,testng,org.testng.testng,org.beanshell,bsh,org.beanshell.bsh
org.testng,testng,org.testng.testng,junit,junit,junit.junit
org.eclipse.jetty,jetty-project,org.eclipse.jetty.jetty-project,org.apache.maven,maven-plugin-api,org.apache.maven.maven-plugin-api
org.eclipse.jetty,jetty-project,org.eclipse.jetty.jetty-project,org.eclipse.jetty,jetty-annotations,org.eclipse.jetty.jetty-annotations
org.eclipse.jetty,jetty-project,org.eclipse.jetty.jetty-project,org.eclipse.jetty,jetty-jaas,org.eclipse.jetty.jetty-jaas
org.eclipse.jetty,jetty-project,org.eclipse.jetty.jetty-project,org.apache.maven.plugin-tools,maven-plugin-tools-api,org.apache.maven.plugin-tools.maven-plugin-tools-api
org.eclipse.jetty,jetty-project,org.eclipse.jetty.jetty-project,org.eclipse.jetty,jetty-plus,org.eclipse.jetty.jetty-plus
org.eclipse.jetty,jetty-project,org.eclipse.jetty.jetty-project,org.apache.maven,maven-core,org.apache.maven.maven-core
org.eclipse.jetty,jetty-project,org.eclipse.jetty.jetty-project,org.eclipse.jetty,jetty-quickstart,org.eclipse.jetty.jetty-quickstart
org.eclipse.jetty,jetty-project,org.eclipse.jetty.jetty-project,org.eclipse.jetty,jetty-server,org.eclipse.jetty.jetty-server
org.eclipse.jetty,jetty-project,org.eclipse.jetty.jetty-project,org.apache.maven,maven-artifact,org.apache.maven.maven-artifact
org.eclipse.jetty,jetty-project,org.eclipse.jetty.jetty-project,org.eclipse.jetty.websocket,javax-websocket-server-impl,org.eclipse.jetty.websocket.javax-websocket-server-impl
org.eclipse.jetty,jetty-project,org.eclipse.jetty.jetty-project,org.eclipse.jetty.websocket,websocket-server,org.eclipse.jetty.websocket.websocket-server
org.eclipse.jetty,jetty-project,org.eclipse.jetty.jetty-project,org.eclipse.jetty,apache-jstl,org.eclipse.jetty.apache-jstl
org.springframework.boot,spring-boot-parent,org.springframework.boot.spring-boot-parent,org.slf4j,jul-to-slf4j,org.slf4j.jul-to-slf4j
org.springframework.boot,spring-boot-parent,org.springframework.boot.spring-boot-parent,org.springframework,spring-context-support,org.springframework.spring-context-support
org.springframework.boot,spring-boot-parent,org.springframework.boot.spring-boot-parent,org.json,json,org.json.json
org.springframework.boot,spring-boot-parent,org.springframework.boot.spring-boot-parent,org.springframework,spring-context,org.springframework.spring-context
org.springframework.boot,spring-boot-parent,org.springframework.boot.spring-boot-parent,org.eclipse.jetty,jetty-util,org.eclipse.jetty.jetty-util
org.springframework.boot,spring-boot-parent,org.springframework.boot.spring-boot-parent,com.squareup.okhttp,okhttp,com.squareup.okhttp.okhttp
org.springframework.boot,spring-boot-parent,org.springframework.boot.spring-boot-parent,com.microsoft.sqlserver,mssql-jdbc,com.microsoft.sqlserver.mssql-jdbc
org.springframework.boot,spring-boot-parent,org.springframework.boot.spring-boot-parent,javax.servlet,javax.servlet-api,javax.servlet.javax.servlet-api
org.springframework.boot,spring-boot-parent,org.springframework.boot.spring-boot-parent,org.apache.derby,derby,org.apache.derby.derby
