from_group,from_arti,整体包名,to_group,to_arti,被依赖的整体包名
org.mybatis,mybatis-parent,org.mybatis.mybatis-parent,org.springframework,spring-jdbc,org.springframework.spring-jdbc
org.mybatis,mybatis-parent,org.mybatis.mybatis-parent,junit,junit,junit.junit
org.mybatis,mybatis-parent,org.mybatis.mybatis-parent,org.springframework,spring-web,org.springframework.spring-web
org.mybatis,mybatis-parent,org.mybatis.mybatis-parent,org.mybatis,mybatis,org.mybatis.mybatis
org.mybatis,mybatis-parent,org.mybatis.mybatis-parent,javax.transaction,transaction-api,javax.transaction.transaction-api
org.mybatis,mybatis-parent,org.mybatis.mybatis-parent,org.jboss.byteman,byteman-bmunit,org.jboss.byteman.byteman-bmunit
org.mybatis,mybatis-parent,org.mybatis.mybatis-parent,org.springframework.batch,spring-batch-infrastructure,org.springframework.batch.spring-batch-infrastructure
org.mybatis,mybatis-parent,org.mybatis.mybatis-parent,org.mockito,mockito-core,org.mockito.mockito-core
org.eclipse.jetty,jetty-project,org.eclipse.jetty.jetty-project,org.eclipse.jetty,jetty-security,org.eclipse.jetty.jetty-security
org.apache.httpcomponents,httpcomponents-asyncclient,org.apache.httpcomponents.httpcomponents-asyncclient,org.apache.httpcomponents,httpclient,org.apache.httpcomponents.httpclient
org.apache.httpcomponents,httpcomponents-asyncclient,org.apache.httpcomponents.httpcomponents-asyncclient,org.apache.httpcomponents,httpcore-nio,org.apache.httpcomponents.httpcore-nio
org.apache.httpcomponents,httpcomponents-asyncclient,org.apache.httpcomponents.httpcomponents-asyncclient,commons-logging,commons-logging,commons-logging.commons-logging
org.apache.httpcomponents,httpcomponents-asyncclient,org.apache.httpcomponents.httpcomponents-asyncclient,org.apache.httpcomponents,httpcore,org.apache.httpcomponents.httpcore
org.apache.httpcomponents,httpcomponents-asyncclient,org.apache.httpcomponents.httpcomponents-asyncclient,junit,junit,junit.junit
org.apache.httpcomponents,httpcomponents-asyncclient,org.apache.httpcomponents.httpcomponents-asyncclient,commons-io,commons-io,commons-io.commons-io
org.apache.httpcomponents,httpcomponents-asyncclient,org.apache.httpcomponents.httpcomponents-asyncclient,org.mockito,mockito-core,org.mockito.mockito-core
org.eclipse.jetty.toolchain,jetty-toolchain,org.eclipse.jetty.toolchain.jetty-toolchain,org.hamcrest,hamcrest-library,org.hamcrest.hamcrest-library
org.eclipse.jetty.toolchain,jetty-toolchain,org.eclipse.jetty.toolchain.jetty-toolchain,junit,junit,junit.junit
org.eclipse.jetty.toolchain,jetty-toolchain,org.eclipse.jetty.toolchain.jetty-toolchain,org.eclipse.jetty.toolchain,jetty-build-support,org.eclipse.jetty.toolchain.jetty-build-support
org.slf4j,slf4j-parent,org.slf4j.slf4j-parent,org.slf4j,slf4j-jdk14,org.slf4j.slf4j-jdk14
org.eclipse.jetty.websocket,websocket-parent,org.eclipse.jetty.websocket.websocket-parent,javax.servlet,javax.servlet-api,javax.servlet.javax.servlet-api
org.eclipse.jetty.websocket,websocket-parent,org.eclipse.jetty.websocket.websocket-parent,org.eclipse.jetty.websocket,websocket-api,org.eclipse.jetty.websocket.websocket-api
org.springframework,spring-webmvc,org.springframework.spring-webmvc,org.springframework,spring-context-support,org.springframework.spring-context-support
org.springframework,spring-webmvc,org.springframework.spring-webmvc,com.lowagie,itext,com.lowagie.itext
org.springframework,spring-webmvc,org.springframework.spring-webmvc,org.springframework,spring-context,org.springframework.spring-context
org.springframework,spring-webmvc,org.springframework.spring-webmvc,javax.servlet.jsp,javax.servlet.jsp-api,javax.servlet.jsp.javax.servlet.jsp-api
org.springframework,spring-webmvc,org.springframework.spring-webmvc,net.sf.jasperreports,jasperreports,net.sf.jasperreports.jasperreports
org.springframework,spring-webmvc,org.springframework.spring-webmvc,org.apache.velocity,velocity,org.apache.velocity.velocity
org.springframework,spring-webmvc,org.springframework.spring-webmvc,org.springframework,spring-oxm,org.springframework.spring-oxm
org.springframework,spring-webmvc,org.springframework.spring-webmvc,javax.servlet.jsp.jstl,javax.servlet.jsp.jstl-api,javax.servlet.jsp.jstl.javax.servlet.jsp.jstl-api
org.springframework,spring-webmvc,org.springframework.spring-webmvc,org.apache.tiles,tiles-jsp,org.apache.tiles.tiles-jsp
org.springframework,spring-webmvc,org.springframework.spring-webmvc,org.codehaus.groovy,groovy-all,org.codehaus.groovy.groovy-all
org.springframework,spring-webmvc,org.springframework.spring-webmvc,javax.servlet,javax.servlet-api,javax.servlet.javax.servlet-api
org.springframework,spring-webmvc,org.springframework.spring-webmvc,javax.el,javax.el-api,javax.el.javax.el-api
org.springframework,spring-webmvc,org.springframework.spring-webmvc,org.apache.poi,poi,org.apache.poi.poi
org.springframework,spring-webmvc,org.springframework.spring-webmvc,org.apache.tiles,tiles-servlet,org.apache.tiles.tiles-servlet
org.springframework,spring-webmvc,org.springframework.spring-webmvc,org.freemarker,freemarker,org.freemarker.freemarker
org.springframework,spring-webmvc,org.springframework.spring-webmvc,net.sourceforge.jexcelapi,jxl,net.sourceforge.jexcelapi.jxl
org.springframework,spring-webmvc,org.springframework.spring-webmvc,org.apache.tiles,tiles-api,org.apache.tiles.tiles-api
org.springframework,spring-webmvc,org.springframework.spring-webmvc,org.apache.tiles,tiles-extras,org.apache.tiles.tiles-extras
org.springframework,spring-webmvc,org.springframework.spring-webmvc,org.apache.poi,poi-ooxml,org.apache.poi.poi-ooxml
org.springframework,spring-webmvc,org.springframework.spring-webmvc,org.springframework,spring-web,org.springframework.spring-web
org.springframework,spring-webmvc,org.springframework.spring-webmvc,com.rometools,rome,com.rometools.rome
org.springframework,spring-webmvc,org.springframework.spring-webmvc,org.springframework,spring-expression,org.springframework.spring-expression
org.springframework,spring-webmvc,org.springframework.spring-webmvc,org.apache.tiles,tiles-core,org.apache.tiles.tiles-core
org.springframework,spring-webmvc,org.springframework.spring-webmvc,org.webjars,webjars-locator,org.webjars.webjars-locator
org.springframework,spring-webmvc,org.springframework.spring-webmvc,org.springframework,spring-core,org.springframework.spring-core
org.springframework,spring-webmvc,org.springframework.spring-webmvc,com.fasterxml.jackson.dataformat,jackson-dataformat-xml,com.fasterxml.jackson.dataformat.jackson-dataformat-xml
org.springframework,spring-webmvc,org.springframework.spring-webmvc,org.apache.tiles,tiles-el,org.apache.tiles.tiles-el
org.springframework,spring-webmvc,org.springframework.spring-webmvc,org.springframework,spring-beans,org.springframework.spring-beans
org.springframework,spring-webmvc,org.springframework.spring-webmvc,com.fasterxml.jackson.core,jackson-databind,com.fasterxml.jackson.core.jackson-databind
org.springframework,spring-webmvc,org.springframework.spring-webmvc,velocity-tools,velocity-tools-view,velocity-tools.velocity-tools-view
org.eclipse.jetty,jetty-project,org.eclipse.jetty.jetty-project,org.eclipse.jetty,jetty-servlet,org.eclipse.jetty.jetty-servlet
org.eclipse.jetty,jetty-project,org.eclipse.jetty.jetty-project,org.eclipse.jetty,jetty-xml,org.eclipse.jetty.jetty-xml
org.eclipse.jetty,jetty-project,org.eclipse.jetty.jetty-project,org.eclipse.jetty,jetty-jmx,org.eclipse.jetty.jetty-jmx
org.apache.tomcat,tomcat-jdbc,org.apache.tomcat.tomcat-jdbc,org.apache.tomcat,tomcat-juli,org.apache.tomcat.tomcat-juli
org.springframework.boot,spring-boot-starters,org.springframework.boot.spring-boot-starters,nz.net.ultraq.thymeleaf,thymeleaf-layout-dialect,nz.net.ultraq.thymeleaf.thymeleaf-layout-dialect
org.springframework.boot,spring-boot-starters,org.springframework.boot.spring-boot-starters,org.springframework.boot,spring-boot-starter-web,org.springframework.boot.spring-boot-starter-web
org.springframework.boot,spring-boot-starters,org.springframework.boot.spring-boot-starters,org.springframework.boot,spring-boot-starter,org.springframework.boot.spring-boot-starter
org.springframework.boot,spring-boot-starters,org.springframework.boot.spring-boot-starters,org.thymeleaf,thymeleaf-spring4,org.thymeleaf.thymeleaf-spring4
net.java,jvnet-parent,net.java.jvnet-parent,javax.enterprise,cdi-api,javax.enterprise.cdi-api
org.sonatype.oss,oss-parent,org.sonatype.oss.oss-parent,,,
com.github.spullara.mustache.java,mustache.java,com.github.spullara.mustache.java.mustache.java,,,
org.springframework.integration,spring-integration-kafka,org.springframework.integration.spring-integration-kafka,org.springframework.kafka,spring-kafka,org.springframework.kafka.spring-kafka
org.springframework.integration,spring-integration-kafka,org.springframework.integration.spring-integration-kafka,org.springframework.integration,spring-integration-core,org.springframework.integration.spring-integration-core
com.fasterxml.jackson,jackson-parent,com.fasterxml.jackson.jackson-parent,com.fasterxml.jackson.module,jackson-module-jaxb-annotations,com.fasterxml.jackson.module.jackson-module-jaxb-annotations
com.fasterxml.jackson,jackson-parent,com.fasterxml.jackson.jackson-parent,com.fasterxml.jackson.core,jackson-annotations,com.fasterxml.jackson.core.jackson-annotations
com.fasterxml.jackson,jackson-parent,com.fasterxml.jackson.jackson-parent,javax.xml.stream,stax-api,javax.xml.stream.stax-api
com.fasterxml.jackson,jackson-parent,com.fasterxml.jackson.jackson-parent,com.fasterxml.jackson.core,jackson-databind,com.fasterxml.jackson.core.jackson-databind
com.fasterxml.jackson,jackson-parent,com.fasterxml.jackson.jackson-parent,org.codehaus.woodstox,stax2-api,org.codehaus.woodstox.stax2-api
com.fasterxml.jackson,jackson-parent,com.fasterxml.jackson.jackson-parent,com.fasterxml.jackson.core,jackson-core,com.fasterxml.jackson.core.jackson-core
com.fasterxml.jackson,jackson-parent,com.fasterxml.jackson.jackson-parent,com.fasterxml.woodstox,woodstox-core,com.fasterxml.woodstox.woodstox-core
org.apache.lucene,lucene-parent,org.apache.lucene.lucene-parent,org.apache.lucene,lucene-core,org.apache.lucene.lucene-core
org.apache.lucene,lucene-parent,org.apache.lucene.lucene-parent,org.apache.lucene,lucene-codecs,org.apache.lucene.lucene-codecs
org.apache.lucene,lucene-parent,org.apache.lucene.lucene-parent,org.apache.lucene,lucene-test-framework,org.apache.lucene.lucene-test-framework
org.apache.lucene,lucene-parent,org.apache.lucene.lucene-parent,org.apache.lucene,lucene-sandbox,org.apache.lucene.lucene-sandbox
org.apache.lucene,lucene-parent,org.apache.lucene.lucene-parent,org.apache.lucene,lucene-queries,org.apache.lucene.lucene-queries
com.netflix.netflix-commons,netflix-commons-util,com.netflix.netflix-commons.netflix-commons-util,junit,junit,junit.junit
com.netflix.netflix-commons,netflix-commons-util,com.netflix.netflix-commons.netflix-commons-util,log4j,log4j,log4j.log4j
com.netflix.netflix-commons,netflix-commons-util,com.netflix.netflix-commons.netflix-commons-util,org.slf4j,slf4j-api,org.slf4j.slf4j-api
org.springframework.security,spring-security-crypto,org.springframework.security.spring-security-crypto,org.springframework,spring-jcl,org.springframework.spring-jcl
org.springframework.security,spring-security-crypto,org.springframework.security.spring-security-crypto,org.bouncycastle,bcpkix-jdk15on,org.bouncycastle.bcpkix-jdk15on
org.springframework.security,spring-security-crypto,org.springframework.security.spring-security-crypto,org.springframework,spring-test,org.springframework.spring-test
org.springframework.security,spring-security-crypto,org.springframework.security.spring-security-crypto,junit,junit,junit.junit
org.springframework.security,spring-security-crypto,org.springframework.security.spring-security-crypto,org.assertj,assertj-core,org.assertj.assertj-core
org.springframework.security,spring-security-crypto,org.springframework.security.spring-security-crypto,org.mockito,mockito-core,org.mockito.mockito-core
org.springframework.boot,spring-boot-starters,org.springframework.boot.spring-boot-starters,org.springframework.boot,spring-boot-actuator-autoconfigure,org.springframework.boot.spring-boot-actuator-autoconfigure
org.springframework.boot,spring-boot-starters,org.springframework.boot.spring-boot-starters,io.micrometer,micrometer-core,io.micrometer.micrometer-core
org.springframework.boot,spring-boot-starters,org.springframework.boot.spring-boot-starters,org.slf4j,log4j-over-slf4j,org.slf4j.log4j-over-slf4j
org.springframework.boot,spring-boot-starters,org.springframework.boot.spring-boot-starters,org.slf4j,jcl-over-slf4j,org.slf4j.jcl-over-slf4j
org.springframework.boot,spring-boot-starters,org.springframework.boot.spring-boot-starters,ch.qos.logback,logback-classic,ch.qos.logback.logback-classic
org.springframework.boot,spring-boot-starters,org.springframework.boot.spring-boot-starters,org.slf4j,jul-to-slf4j,org.slf4j.jul-to-slf4j
org.apache,apache,org.apache.apache,org.apache.tika,tika-parsers,org.apache.tika.tika-parsers
org.apache,apache,org.apache.apache,org.apache.uima,uimaj-core,org.apache.uima.uimaj-core
org.apache,apache,org.apache.apache,org.slf4j,jul-to-slf4j,org.slf4j.jul-to-slf4j
org.apache,apache,org.apache.apache,org.eclipse.jetty.orbit,javax.servlet,org.eclipse.jetty.orbit.javax.servlet
org.apache,apache,org.apache.apache,com.spatial4j,spatial4j,com.spatial4j.spatial4j
org.apache,apache,org.apache.apache,commons-cli,commons-cli,commons-cli.commons-cli
org.apache,apache,org.apache.apache,jline,jline,jline.jline
org.apache,apache,org.apache.apache,org.easymock,easymock,org.easymock.easymock
org.apache,apache,org.apache.apache,org.apache.velocity,velocity,org.apache.velocity.velocity
org.apache,apache,org.apache.apache,org.eclipse.jetty,jetty-util,org.eclipse.jetty.jetty-util
org.apache,apache,org.apache.apache,commons-lang,commons-lang,commons-lang.commons-lang
org.apache,apache,org.apache.apache,commons-fileupload,commons-fileupload,commons-fileupload.commons-fileupload
org.apache,apache,org.apache.apache,org.carrot2,morfologik-polish,org.carrot2.morfologik-polish
org.apache,apache,org.apache.apache,org.apache.zookeeper,zookeeper,org.apache.zookeeper.zookeeper
org.apache,apache,org.apache.apache,org.eclipse.jetty,jetty-webapp,org.eclipse.jetty.jetty-webapp
org.apache,apache,org.apache.apache,org.apache.commons,commons-compress,org.apache.commons.commons-compress
org.apache,apache,org.apache.apache,javax.servlet,servlet-api,javax.servlet.servlet-api
org.apache,apache,org.apache.apache,org.apache.velocity,velocity-tools,org.apache.velocity.velocity-tools
org.apache,apache,org.apache.apache,org.mortbay.jetty,jetty,org.mortbay.jetty.jetty
org.apache,apache,org.apache.apache,com.cybozu.labs,langdetect,com.cybozu.labs.langdetect
org.apache,apache,org.apache.apache,commons-logging,commons-logging,commons-logging.commons-logging
org.apache,apache,org.apache.apache,hsqldb,hsqldb,hsqldb.hsqldb
org.apache,apache,org.apache.apache,org.apache.derby,derby,org.apache.derby.derby
org.apache,apache,org.apache.apache,org.restlet.jee,org.restlet.ext.servlet,org.restlet.jee.org.restlet.ext.servlet
org.apache,apache,org.apache.apache,org.apache.hadoop,hadoop-auth,org.apache.hadoop.hadoop-auth
org.apache,apache,org.apache.apache,com.carrotsearch.randomizedtesting,randomizedtesting-runner,com.carrotsearch.randomizedtesting.randomizedtesting-runner
org.apache,apache,org.apache.apache,org.apache.ant,ant,org.apache.ant.ant
org.apache,apache,org.apache.apache,commons-io,commons-io,commons-io.commons-io
org.apache,apache,org.apache.apache,org.apache.uima,AlchemyAPIAnnotator,org.apache.uima.AlchemyAPIAnnotator
org.apache,apache,org.apache.apache,org.restlet.jee,org.restlet,org.restlet.jee.org.restlet
org.apache,apache,org.apache.apache,com.google.guava,guava,com.google.guava.guava
org.apache,apache,org.apache.apache,xerces,xercesImpl,xerces.xercesImpl
org.apache,apache,org.apache.apache,org.eclipse.jetty,jetty-servlet,org.eclipse.jetty.jetty-servlet
org.apache,apache,org.apache.apache,org.apache.httpcomponents,httpclient,org.apache.httpcomponents.httpclient
